project_id,type,category,visible_sector,recommended_for_research,umbrella_project,year,donor,funding_agencies,implementing_agencies,title,description,status,flow,flow_class,intent,crs_sector_code,crs_sector_name,sources,sources_count,donor_agencies,donor_agencies_count,recipient_agencies,recipient_agencies_count,amount,currency,deflators_used,exchange_rates_used,usd_defl,usd_current,start_actual,start_planned,end_actual,end_planned,recipient_condensed,recipient_cow_code,recipient_oecd_code,recipient_oecd_name,recipient_iso3,recipient_iso2,recipient_un_code,recipient_imf_code,debt_uncertain,line_of_credit,is_cofinanced,is_ground_truthing,loan_type,interest_rate,maturity,grace_period,grant_element,location_details,contacts,is_official_finance,year_uncertain
34576,Financial,Infrastructure Investments,FALSE,TRUE,FALSE,2002,China,"Unspecified Chinese Government Institution, Government Agency","Philippine Department of Agriculture (DA), Government Agency",China CAMCO loan USD24.9M for Philippines fisheries sector upgrade (Project ID #34701),"In September 2002, China National Constructional and Agricultural Machinery Import and Export Corporation and the Philippines signed a $24.985 million loan agreement for the expansion of the General Santos Fish Port Complex. The project was to include wharf expansion and upgrading of the port’s operating machinery like the water supply system, and cold storage and water treatment plants. The implementing agency for this project in the Philippines is the Department of Agriculture. The loan covered 90% of project costs and was payable in 8 years at 3% interest. This loan was part of a previously agreed on $100m loan facility for local farm projects (project ID: #34701). It was agreed on in January 2003, and was effective until 15 March 2009. As of 2010, $3.12m of the loan had been repaid, with a $14.06 outstanding balance. ",Implementation,Loan (excluding debt rescheduling),ODA-like,Development,310,"Agriculture, Forestry and Fishing","https://global.factiva.com/redir/default.aspx?P=sa&an=x011920020020914dy9e00001&cat=i&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=aer0000020020913dy9d00335&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=bswrld0020020925dy9p0006n&cat=a&ep=ASE, Media Report, including Wikileaks; http://asj.upd.edu.ph/mediabox/archive/ASJ-50-1-2014/04-Philippines-China-Relations-Dovetailing-National-Interests-de-Guzman.pdf, Academic Journal Article; https://www.google.com.sg/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0CB0QFjAA&url=http%3A%2F%2Fwww.coa.gov.ph%2Findex.php%2Freports%2Fofficial-development-assistance-oda-projects%3Fdownload%3D133%3Acy-2009&ei=trGUVcyGDNGgugS7xoLIDA&usg=AFQjCNEpJJzL3JOgpi5xYU2f2KYhqeA7Pg&sig2=rv_7VocvCAUAD5WvlA61pg&bvm=bv.96952980,d.c2E, Government Source (Donor/Recipient); https://www.google.com.sg/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0CB0QFjAA&url=http%3A%2F%2Fwww.coa.gov.ph%2Findex.php%2Freports%2Fofficial-development-assistance-oda-projects%3Fdownload%3D134%3Acy-2010&ei=NrGUVeCvM5KdugSw8oYo&usg=AFQjCNFfBk4qRdCZJLv8h6wleBh6aDUfcg&sig2=9NIPRB5HU31zYVatda-8wQ&bvm=bv.96952980,d.c2E, Government Source (Donor/Recipient); https://www.google.com.sg/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0CB0QFjAA&url=http%3A%2F%2Fwww.worldcat.org%2Ftitle%2Fchinas-official-development-assistance-to-the-philippines-a-briefing-paper%2Foclc%2F819742181&ei=zemVVbS8EsygugTO54HIBA&usg=AFQjCNHM7xgNRk3qYBifaLq4Ef2jwZ-JJA&sig2=Y56YCjDu8L2vGvt-1T0fzw&bvm=bv.96952980,d.c2E, NGO/Civil Society/Advocacy; http://www.uq.edu.au/isaasiapacific/content/BenReid4-6.pdf, Other Academic (Working Paper, Dissertation); http://www.gmanetwork.com/news/story/82428/news/nation/solon-wants-house-to-probe-oda-funded-projects, Media Report, including Wikileaks; http://www.taipeitimes.com/News/editorials/archives/2008/04/19/2003409666, Media Report, including Wikileaks; http://webcache.googleusercontent.com/search?q=cache:qdPwAWGMBVsJ:wjglk.yongzhou.hunancom.gov.cn/bszn/162015.htm+&cd=6&hl=zh-CN&ct=clnk&gl=sg, Government Source (Donor/Recipient)",11,"China National Construction & Agricultural Machinery Import & Export Corporation (CAMCO), State-owned Company",1,"Philippine Department of Agriculture (DA), Government Agency",1,24985000,USD,0.442443377,1,56470502.93,24985000,,,,,Philippines,840,755,Philippines,PHL,PH,608,566,FALSE,FALSE,TRUE,FALSE,Concessional,3,8,2,26.39,General Santos City,"Li Peng, Congress Chairman (China National People)",TRUE,FALSE
34582,Financial,Infrastructure Investments,TRUE,TRUE,FALSE,2002,China,"Export-Import Bank of China, Government Agency","China National Machinery and Equipment Import & Export Corporation, State-owned Company; China National Technical Import & Export Corporation, Government Agency",China provides P16b loan to Philippines for Phase I of Mainline South Railway project,"In November 2002, China National Technical Import and Export Corporation (CNTIC) and China National Machinery Import and Export Corporation (CMC) signed an MoU with the Philippine National Railways to rehabilitate 400km of the Mainline South Railway from Calamba in Laguna Province to Legaspi in Albay Province, and build 108km of railways to extend the line from Legaspi to Matnog in Sorsogon Province. The organisations involved committed to completing the project within 4 months. As of May 2007 however, China was shown to only be involved in Phase I-A of the project, the rehabilitation of the line from Calamba to Lucena in Quezon Province. At the time, the Philippines Department of Finance had applied for a P16.055b loan from China’s Exim Bank. The project was approved by the Philippines National Economic and Development Authority in November 2006, and the contract for construction by CNTIC was signed in December 2006. The project was to be implemented from 2007 to 2008. Its present status is unknown.",Pipeline: Commitment,Loan (excluding debt rescheduling),Vague (Official Finance),Development,210,Transport and Storage,"https://global.factiva.com/redir/default.aspx?P=sa&an=xnews00020021116dybf000h4&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=bbcapp0020021115dybf005v7&cat=a&ep=ASE, Media Report, including Wikileaks; http://www.neda.gov.ph/wp-content/uploads/2013/12/CIIP-Critical-Proj-for-22-May-2007-Cabinet-Presentation1.pdf, Government Source (Donor/Recipient); http://iiro.nccu.edu.tw/attachments/journal/add/4/43-4-77-116.pdf, Academic Journal Article",4,"China National Machinery and Equipment Import & Export Corporation, State-owned Company; Export-Import Bank of China, Government Agency; China National Technical Import & Export Corporation, Government Agency",3,"Philippine National Railway, Government Agency",1,16055000000,PHP,0.442443377,51.60356667,703190333.6,311121905.7,,,,,Philippines,840,755,Philippines,PHL,PH,608,566,FALSE,FALSE,FALSE,FALSE,,,,,,Calamba in Laguna Province; Lucena in Quezon Province,,TRUE,TRUE
34606,Financial,Infrastructure Investments,TRUE,TRUE,FALSE,2010,China,"Unspecified Chinese Government Institution, Government Agency",,China signs USD6.7m Thailand medical center deal,"In June 2010, Thailand and China signed the Traditional Medical Center Project Design Arrangement, which includes the construction of a two-story building located in tsunami-hit Phuket island. The building covers an area of 3,163 square km and provides services, such as traditional Chinese medicine, acupuncture, Thai massage, foot treatment, as well as meeting room, shop and restaurant. The project will cost 6.7 million RMB. STAFF_NOTE: This project might be linked to #34122",Pipeline: Commitment,Grant,OOF-like,Representational,120,Health,"https://global.factiva.com/redir/default.aspx?P=sa&an=XNHA000020100623e66n0035y&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=THAINS0020100628e66t000by&cat=a&ep=ASE, Media Report, including Wikileaks; http://news.163.com/10/0624/00/69TDFGQB000146BD.html, Media Report, including Wikileaks; http://www.asean-china-center.org/english/2010-06/25/c_13369360.htm, Media Report, including Wikileaks; http://www.mofcom.gov.cn/aarticle/i/jyjl/j/201006/20100606986256.html, Government Source (Donor/Recipient); https://global.factiva.com/aa/?ref=xnews00020010819dw7300cwp&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://en.people.cn/english/200009/19/eng20000919_50837.html, Media Report, including Wikileaks",7,,0,,0,6700000,CNY,0.795103379,6.770269029,1244644.36,989620.94,,,,,Thailand,800,764,Thailand,THA,TH,764,578,FALSE,FALSE,FALSE,FALSE,,,,,,Phuket Island,"Gao Wenkuan, Economic and Commercial Counselor of the Chinese embassy",TRUE,FALSE
34613,Financial,Infrastructure Investments,TRUE,TRUE,FALSE,2005,China,"Unspecified Chinese Government Institution, Government Agency","China Construction Engineering Corporation Company (CCECC), ",60 million Yuan in non-refundable aid for Ho Chi Minh National Political Institute,"On 31 October 2005, Vietnam and China signed an agreement under which China will provide 60 million yuan in non-refundable aid, to a Vietnamese project on building the Ho Chi Minh National Political Institute's 8000 square meter trainee hostel dormitory. However based on Asia Foundation Report and an academic journal by Institute of Developing Economies, the amount that was given to Vietnam to build the dormitory as of 2008 is 41 million Chinese Yuan. The design and construction of the building was carried out by China Construction Engineering Company. ",Completion,Grant,ODA-like,Development,150,Government and Civil Society,"https://global.factiva.com/redir/default.aspx?P=sa&NS=16&AID=9VIV000400&an=THAINS0020051101e1b20003y&cat=a&ep=ASI, Media Report, including Wikileaks; http://www.vietmaz.com/2005/10/chinese-leader-hu-jintaos-visit-to-vietnam-new-height-of-vietnam-china-relation/, Media Report, including Wikileaks; http://asiafoundation.org/resources/pdfs/Annex1DataonAidFlows.pdf, Other Academic (Working Paper, Dissertation); http://www.ide.go.jp/English/Publish/Download/Brc/pdf/01_chinaseconomic.pdf, Academic Journal Article",4,"China Construction Engineering Corporation Company (CCECC), ",1,,0,60000000,CNY,0.509132,8.194316667,14381630.05,7322148.07,,,,,Vietnam,816,769,Vietnam,VNM,VN,704,582,FALSE,FALSE,FALSE,FALSE,,,,,,Ho Chi Minh ,,TRUE,FALSE
34616,Financial,Infrastructure Investments,TRUE,TRUE,FALSE,2005,China,"Unspecified Chinese Government Institution, Government Agency","China Railway Engineering Group Co., Ltd., State-owned Company",Chinese loans 419 million USD for Cat Linh-Ha Dong light rail in Viet Nam,"In September 2005, a loan agreement was signed between the Chinese and Vietnamese governments for an urban railway project in Hanoi between Cat Linh and Ha Dong. The Cat Linh – Ha Dong rapid transit railway project was originally expected to require an investment of US$552 million, according to its management board, China would contribute $419 million of the sum via ODA loans, while Vietnam would cover the remaining $133 million. In October 2011, construction of the project began and was designed to be 13.04 km long with 12 stations. China Railway Engineering Group was contracted to construct the project. In 2012, the contractor switched to China Railway Sixth Group Co. and the Vietnam Railway Administration was in charge of overseeing the project. Details of the loan are unknown. In Jan 2015, the project faced major criticism from the Vietnamese government for multiple accidents during the construction. Vietnamese officials and experts have repeatedly raised concerns about the project’s safety. The project is projected to be completed in 2015.",Implementation,Loan (excluding debt rescheduling),Vague (Official Finance),Development,210,Transport and Storage,"https://global.factiva.com/redir/default.aspx?P=sa&NS=16&AID=9VIV000400&an=OANA000020050920e19k000xe&cat=a&ep=ASI, Media Report, including Wikileaks; http://thediplomat.com/2015/01/vietnam-gives-china-an-earful-for-worst-project/, Media Report, including Wikileaks; http://english.vietnamnet.vn/fms/society/13732/-550-million-elevated-light-rail-route-kicked-off-in-hanoi.html, Media Report, including Wikileaks; http://mrb.gov.vn/en/investment-project/hanoi-urban-railway-lines-cat-linh-ha-dong-was-constructed-and-entire-route, Media Report, including Wikileaks; http://www.vietnambreakingnews.com/2014/12/scaffold-collapses-at-chinese-contracted-metro-rail-construction-site-in-hanoi/, Media Report, including Wikileaks; http://www.china.org.cn/business/2011-10/10/content_23588336.htm, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&NS=16&AID=9VIV000400&an=SGTD000020041025e0ap0000v&cat=a&ep=ASI, Media Report, including Wikileaks; http://tuoitrenews.vn/society/28532/vietnam-to-buy-13-chinese-trains-for-urban-railway-in-capital, Media Report, including Wikileaks",8,"China Railway Engineering Group Co., Ltd., State-owned Company",1,,0,419000000,USD,0.509132,1,822969288.3,419000000,10/10/2011,,,12/31/2015,Vietnam,816,769,Vietnam,VNM,VN,704,582,FALSE,FALSE,TRUE,FALSE,No Information,,,,,Hanoi,,TRUE,FALSE
34618,Financial,Humanitarian Assistance,FALSE,TRUE,FALSE,2010,China,"Unspecified Chinese Government Institution, Government Agency",,10 million RMB cash grant for flood relief,"In November 2010, the Chinese government provided 10- million-yuan aid in cash to flood-hit Thailand. At least 181 people in Thailand were killed in nationwide floods that has stricken the country since Oct. 10. ",Completion,Grant,ODA-like,Development,700,Emergency Response,"https://global.factiva.com/redir/default.aspx?P=sa&an=THAINS0020101112e6bf00053&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=XNEWS00020101110e6ba0093t&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=BBCAPP0020101111e6bb000b5&cat=a&ep=ASE, Media Report, including Wikileaks; http://www.chinadaily.com.cn/china/2010-11/11/content_11532664.htm, Media Report, including Wikileaks; http://news.xinhuanet.com/english2010/china/2010-11/11/c_13600898.htm, Media Report, including Wikileaks",5,,0,,0,10000000,CNY,0.795103379,6.770269029,1857678.16,1477046.18,,,,,Thailand,800,764,Thailand,THA,TH,764,578,FALSE,FALSE,FALSE,FALSE,,,,,,,"Abhisit Vejjajiva, Thai Prime Minister; Wu Bangguo, ",TRUE,FALSE
34637,Financial,Humanitarian Assistance,FALSE,TRUE,FALSE,2011,China,"Unspecified Chinese Government Institution, Government Agency",,China grants 1 million USD in cash for flood relief,"In October 2011, the Chinese government provided emergency humanitarian aid to Thailand for relief efforts in flood-ravaged Thai regions. This included the transfer of 1 million USD in cash remittance. In addition, China donated and 10 million RMB (1.57 million USD) worth of relief materials (see project #38740) as well as additional in-kind aid worth 30 million RMB (4.7 million USD) captured by project #38738. These projects have all been completed. ",Completion,Grant,ODA-like,Development,700,Emergency Response,"https://global.factiva.com/redir/default.aspx?P=sa&an=BKPOST0020111008e7a8000m9&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=XNEWS00020111012e7ac00692&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=BKPOST0020111008e7a90010a&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=THAINS0020111013e7ae0005g&cat=a&ep=ASE, Media Report, including Wikileaks; http://www.asean-cn.org/Item/3771.aspx, Media Report, including Wikileaks; http://english.cntv.cn/program/asiatoday/20111009/104032.shtml, Media Report, including Wikileaks; http://www.china.org.cn/world/2011-10/09/content_23573579.htm, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=THAINS0020111024e7ap0008k&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=THAINS0020111110e7ba00003&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=PRTRIN0020111110e7b9000cz&cat=a&ep=ASE, Media Report, including Wikileaks",10,,0,,0,1000000,USD,0.900911188,1,1109987.33,1000000,,,,,Thailand,800,764,Thailand,THA,TH,764,578,FALSE,FALSE,FALSE,FALSE,,,,,,,"Pracha Promnog, Justice Minister Police General; Guan Mu, Chinese ambassador to Thailand",TRUE,FALSE
34663,Financial,Infrastructure Investments,FALSE,TRUE,FALSE,2005,China,"Unspecified Chinese Government Institution, Government Agency","China National Machinery and Equipment Import & Export Corporation, State-owned Company",US$32 million in non-refundable aid for expansion of Ha Bac Nitrogenous Fertiliser Plant,"2005, Minister of Industry Hoang Trung Hai mentioned that with Chinese assistance, a project to expand and upgrade the Ha Bac Nitrogenous Fertiliser and Chemicals Factory has been implemented to help meet the demand for agricultural production. In 2006, China provided US$32 million in non-refundable aid to finance the US$373 million worth project; Bank for Development of Vietnam and other commercial banks were reported to provide loan for the projects. On 5 October 2010, Vietnam national Chemical Group (Vinachem) signed an agreement with various contractors for the project; one of them is the China National Machinery Import-Export Equipment Company. The project is expected to take 48 months to complete. ",Implementation,Loan (excluding debt rescheduling),Vague (Official Finance),Development,320,"Industry, Mining, Construction","https://global.factiva.com/redir/default.aspx?P=sa&NS=16&AID=9VIV000400&an=THAINS0020050719e17k0000s&cat=a&ep=ASI, Media Report, including Wikileaks; http://vietnamnews.vn/economy/144731/vn-china-business-potential-huge.html, Media Report, including Wikileaks; http://www.ide.go.jp/English/Publish/Download/Brc/pdf/01_chinaseconomic.pdf, Academic Journal Article; http://www.vinachem.com.vn/Desktop.aspx/Projects/Projects-Deploying/Upgrade_and_Expansion_Project_of_Habac_Nitrogenous_Fertilizer_Plant_of_HANICHEMCO/, Implementing/Intermediary Agency Source; http://www.vinachem.com.vn/Desktop.aspx/News-EN/Highlights/Ha_Bac_nitrogen_fertilizer_plant_to_be_expanded/, Implementing/Intermediary Agency Source",5,"China National Machinery and Equipment Import & Export Corporation, State-owned Company",1,,0,32000000,USD,0.509132,1,62852069.75,32000000,,,,,Vietnam,816,769,Vietnam,VNM,VN,704,582,FALSE,FALSE,FALSE,FALSE,,,,,,Bscgiang province,,TRUE,FALSE
34676,Financial,Infrastructure Investments,FALSE,TRUE,FALSE,2006,China,"Export-Import Bank of China, Government Agency","HARBIN POWER ENGINEERING COMPANY LTD., Private Sector; Vietnam National Coal - Mineral Industries Group (Vinacomin), State-owned Company",EXIMbank loans US$225 million for Construction of Cam Pha Thermal Power Plant,"In August 2006, the Chinese Import-Export Bank signed a contract with the Vietnamese Coal and Mineral Group (Vinacomin) for a $225 million USD loan for the construction of the Cam Pha thermal power plant. Construction began in April 2006 and there were 2 parts to the power plants (Cam Pha 1 and Cam Pha 2). Harbin International Power Engineering was the contractor for the project and was responsible for construction. In September 2011, the Harbin International Power Engineering officially handed over the 2 plants to Vinacomin. ",Completion,Loan (excluding debt rescheduling),Vague (Official Finance),Development,230,Energy Generation and Supply,"https://global.factiva.com/redir/default.aspx?P=sa&NS=16&AID=9VIV000400&an=BBCAPP0020060827e28r000ma&cat=a&ep=ASI, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&NS=16&AID=9VIV000400&an=DJI0000020060828e28s0004d&cat=a&ep=ASI, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&NS=16&AID=9VIV000400&an=THAINS0020060403e244000ga&cat=a&ep=ASI, Media Report, including Wikileaks; http://www.glnco.cn/content_52.html, Other; http://businesstimes.com.vn/cam-pha-thermo-power-plant-no-12-officially-handed-over/, Media Report, including Wikileaks; http://archive.today/PIXD9, Media Report, including Wikileaks; http://fec.mofcom.gov.cn/article/xwdt/gw/201109/1257346_1.html, Implementing/Intermediary Agency Source; http://www.cpecc.net/internet/SitePages/showInfo.aspx?webname=internet&myListID=782A9F24-FBB8-4E0A-9D53-728C833F125D&folder=-1&myID=485&listtype=1&url=, Other Official Source (non-Donor, non-Recipient); http://news.xinhuanet.com/world/2006-08/24/content_5003135.htm, Media Report, including Wikileaks; http://www.mofa.gov.vn/en/nr040807104143/nr040807105001/ns050718163756/view, Government Source (Donor/Recipient)",10,"Export-Import Bank of China, Government Agency; HARBIN POWER ENGINEERING COMPANY LTD., Private Sector",2,"Vietnam National Coal - Mineral Industries Group (Vinacomin), State-owned Company",1,225000000,USD,0.543652291,1,413867473.4,225000000,4/15/2006,,9/15/2011,,Vietnam,816,769,Vietnam,VNM,VN,704,582,FALSE,FALSE,FALSE,FALSE,No Information,,,,,Quang Ninh province,,TRUE,FALSE
34692,Financial,Humanitarian Assistance,FALSE,TRUE,FALSE,2012,China,"Unspecified Chinese Government Institution, Government Agency",,China donates TB25m to Bangkok Metropolitan Administration (BMA),"The Bangkok Metropolitan Administration (BMA) has received assistance money from two Chinese cities and two Japanese cities worth over Bt28 million for flood-hit communities in February 2012. BMA had a created a project to aid flood-hit communities by using funds from the city's 'Together We Can' fund, which received donations from Chongqing, China (25 million Baht), Beijing, (1.5 million Baht), Tokyo, Japan (1.5 million Baht) and Chiba prefecture's Yashio city in Japan (680,000 Baht). The money would be distributed to 616 communities in 21 districts that were declared disaster-hit areas with flooding of over-80cm-deep. ",Completion,Grant,ODA-like,Development,700,Emergency Response,"https://global.factiva.com/redir/default.aspx?P=sa&an=THAINS0020120207e8280002w&cat=a&ep=ASE, Media Report, including Wikileaks; http://www.nationmultimedia.com/national/Bt28m-from-China-Japan-30175290.html, Media Report, including Wikileaks",2,,0,,0,2500000,THB,0.944255468,31.08309167,85177.77,80429.58,,,,,Thailand,800,764,Thailand,THA,TH,764,578,FALSE,FALSE,FALSE,FALSE,,,,,,,"Wasan Meewong, Bangkok Metropolitan Administration Spokesman",TRUE,FALSE
34699,Financial,Humanitarian Assistance,FALSE,TRUE,FALSE,2003,China,"Unspecified Chinese Government Institution, Government Agency","Philippines Department of Foreign Affairs, Government Agency",Chinese gives 5.5m PHP for flood relief in Philippines,"In December 2004, China donated 5.5m PHP to the Philippines Department of Foreign Affairs to aid victims of landslides and floods due to heavy rains.",Completion,Grant,ODA-like,Development,700,Emergency Response,"https://global.factiva.com/redir/default.aspx?P=sa&an=AFPR000020031224dzco000mq&cat=a&ep=ASE, Media Report, including Wikileaks; http://www.bjreview.cn/EN/200401/WEEKLY-200401.htm, Media Report, including Wikileaks; http://reliefweb.int/report/philippines/philippines-landslides-and-floods-ocha-situation-report-no-3, NGO/Civil Society/Advocacy",3,,0,"Philippines Department of Foreign Affairs, Government Agency",1,5500000,PHP,0.453865945,54.20333333,223567.72,101469.77,,,,,Philippines,840,755,Philippines,PHL,PH,608,566,FALSE,FALSE,FALSE,FALSE,,,,,,,,TRUE,FALSE
34748,Financial,Infrastructure Investments,FALSE,TRUE,FALSE,2013,China,"China Development Bank (CDB), Government Agency","Sumber Segara Primadaya, Private Sector",China Development Bank loan for construction of Cilacap power plant extension (Linked to #34801),"In April 2013, China Development Bank signed a deal to loan US$700 million to Indonesia's power company Sumber Segara Primadaya (S2P). The Cilacap Power Plant Extension Project in Central Java (phase I & II), will use the loan to build an additional 660-MegaWatt coal-fired Unit at an existing coal plant. The project is under construction and is expected to take 36 months to complete, opening in 2016. The funding is a non-collateral loan, without a government guarantee, has an 11-year tenure with an interest rate of LIBOR + 5.3%. As part of the terms of the loan, the power plant will use Chinese-made equipment and machinery. The power plant would be connected to the Java-Bali power grid. STAFF NOTE: Construction has begun but needs further information about the loan disbursement to confirm if the loan has been given or will be disbursed in phases.",Implementation,Loan (excluding debt rescheduling),OOF-like,Development,230,Energy Generation and Supply,"https://global.factiva.com/redir/default.aspx?P=sa&an=ATGVID0020130404e944000b5&cat=a&ep=ASE, Media Report, including Wikileaks; http://www.pimagazine-asia.com/news/other-news/china-development-bank-to-bankroll-614mw-indonesian-coal-project/, Media Report, including Wikileaks; http://www.foundry-planet.com/fileadmin/redakteur/pdf-dateien/24-11-14-Report-AseanNov2014.pdf, Other Official Source (non-Donor, non-Recipient); http://www.reuters.com/article/2013/04/04/markets-indonesia-stocks-idUSL3N0CR08M20130404, Media Report, including Wikileaks; http://www.sourcewatch.org/index.php/Cilacap_Sumber_power_station, Other; http://ekbis.sindonews.com/read/734054/34/bank-china-beri-pembiayaan-s2p-usd700-juta-1364978154, Media Report, including Wikileaks; http://www.foundry-planet.com/fileadmin/redakteur/pdf-dateien/24-11-14-Report-AseanNov2014.pdf, Other Official Source (non-Donor, non-Recipient); http://www.observerindia.com/cms/sites/orfonline/modules/enm-power/ENM-POWERDetail.html?cmaid=50820&mmacmaid=50821, Academic Journal Article; http://uk.reuters.com/article/2015/04/20/indonesia-wef-sinarmas-idUKL4N0XH09620150420, Media Report, including Wikileaks; http://www.nortonrosefulbright.com/files/global-oil-and-gas-pdf-99mb-108646.pdf, Other; http://www.researchviews.com/energy/power/fossil-fuels/DealReport.aspx?sector=Fossil%20Fuels&DealID=219664, Social Media, including Unofficial Blogs; http://priceofoil.org/content/uploads/2014/06/OCI-Indonesia-Coal-Subsidies-Summary-February-2014.pdf, Other Academic (Working Paper, Dissertation); http://www.mofcom.gov.cn/article/i/jyjl/j/201304/20130400078299.shtml, Media Report, including Wikileaks; http://www.shangbaoindonesia.com/indonesia-berita/s2på…¬å¸å°†èŽ·ä¸­å›½å¼€å‘é“¶è¡Œè´·æ¬¾6-7å…†ç›¾-æ‰©å»ºèŠæ‹‰æ‰Žè’¸æ±½.html, Media Report, including Wikileaks; http://www.chengda.com/html/page/2159.shtml, Implementing/Intermediary Agency Source; http://id.mofcom.gov.cn/article/ziranziyuan/huiyuan/201304/20130400080992.shtml, Media Report, including Wikileaks; http://industri.bisnis.com/read/20130403/44/6377/pltu-cilacap-sumber-segara-primadaya-dapat-pinjaman-us700-juta, Media Report, including Wikileaks; http://www.pp.u-tokyo.ac.jp/research/dp/documents/GraSPP-DP-E-14-003.pdf, Academic Journal Article",18,"China Development Bank (CDB), Government Agency",1,"Sumber Segara Primadaya, Private Sector",1,700000000,USD,0.983522687,1,711727354.7,700000000,,,,,Indonesia,850,738,Indonesia,IDN,ID,360,536,FALSE,FALSE,FALSE,FALSE,Some Information,,11,,,"Karangkandri Village, Kesugihan District, Cilacap Regency, Central Java Province.",,TRUE,FALSE
34755,Financial,Humanitarian Assistance,FALSE,TRUE,FALSE,2002,China,"Unspecified Chinese Government Institution, Government Agency",,China gives US$100000 grant to help Bali bombing victims,"On October 31, 2002 the Chinese Embassy in Indonesia handed over a US$100,000 donation to the Indonesian government for the treatment of victims of the October 12 Bali bombing.",Completion,Grant,ODA-like,Development,700,Emergency Response,"https://global.factiva.com/redir/default.aspx?P=sa&an=antara0020021204dyc4000gp&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=bbcapp0020021031dyav0025t&cat=a&ep=ASE, Media Report, including Wikileaks",2,,0,,0,100000,USD,0.442443377,1,226017.62,100000,,,10/31/2002,,Indonesia,850,738,Indonesia,IDN,ID,360,536,FALSE,FALSE,FALSE,FALSE,,,,,,Bali,"Dewa Beratha, Bali Governor; Lu Shumin, Chinese Ambassador to Indonesia",TRUE,FALSE
